sitename,countryid,countrycode,itemrank,sweepid,latitude,uniqueident,infothree,ar,address,categoryurl,storeid,area,zipcode,infofive,openingtimes,infofour,categorypath,addresstype,bilanzgesellschaft,pagenumber,infotwo,overlayoperatordata,createdon,longitude,nf
Lidl,1853,FR,135,14001,49.16095,Lidl_FR_1853_14001,,6,401 Route de Beaumont,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1853,CHAMBLY,60230,,lun-sam 8h30-19h30,,FR,1,1,8,bake,,17/02/2015 18:29,2.25748,TRUE
Lidl,1857,FR,164,14001,48.31565,Lidl_FR_1857_14001,,10,15 route de Paris,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1857,ANGERVILLE,91670,,lun-ven : 08:30 - 20:00 sam :  08:30 - 19:30,,FR,1,1,8,bake,,17/02/2015 18:29,2.00501,TRUE
Lidl,1068,FR,122,14001,48.97599,Lidl_FR_1068_14001,,26,Allée des résédas - CC du Parc,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1068,VERNOUILLET,78540,,lun-sam 8h30-19h30,,FR,1,1,8,,,17/02/2015 18:29,1.98578,TRUE
Lidl,1514,FR,186,14001,49.30756,Lidl_FR_1514_14001,,11,Lieudit Sente du Moulin - RN 14,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1514,ECOUIS,27440,,lun-ven : 08:30 - 19:30 sam : 08:30 - 19:00,,FR,1,1,8,bake,,17/02/2015 18:29,1.43975,TRUE
Lidl,2870,FR,187,14001,49.63942,Lidl_FR_2870_14001,,6,96 rue d'Amiens,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_2870,BRETEUIL,60120,,lun-sam 8h30-19h,,FR,1,1,8,bake,,17/02/2015 18:29,2.28232,TRUE
Lidl,1978,FR,188,14001,49.00705,Lidl_FR_1978_14001,,11,Boulevard du 14 juillet,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1978,EVREUX,27000,,lun-ven : 08:30 - 19:30 sam : 08:30 - 19:00,,FR,1,1,8,bake,,17/02/2015 18:29,1.16478,TRUE
Lidl,2511,FR,189,14001,49.05461,Lidl_FR_2511_14001,,11,Avenue Aristide Briand,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_2511,GRAVIGNY,27930,,lun-ven : 08:30 - 19:30 sam : 08:30 - 19:00,,FR,1,1,8,,,17/02/2015 18:29,1.16759,TRUE
Lidl,1507,FR,197,14001,49.2158,Lidl_FR_1507_14001,,11,4 Place Ernest Thorel,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1507,LOUVIERS,27400,,lun-ven : 08:30 - 19:30 sam : 08:30 - 19:00,,FR,1,1,8,bake,,17/02/2015 18:29,1.16883,TRUE
Lidl,1970,FR,198,14001,49.32436,Lidl_FR_1970_14001,,11,Rue de la Salle,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1970,PITRES,27590,,lun-ven : 08:30 - 19:30 sam : 08:30 - 19:00,,FR,1,1,8,bake,,17/02/2015 18:29,1.21871,TRUE
Lidl,463,FR,199,14001,49.68902,Lidl_FR_463_14001,,25,3 route de Paris,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_463,ROYE,80700,,lun-sam 8h30-19h30,,FR,1,1,8,bake,,17/02/2015 18:29,2.78782,TRUE
Lidl,2696,FR,200,14001,48.21578,Lidl_FR_2696_14001,,19,2 rue de la Gaillarde,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_2696,SAINT CLEMENT,89100,,lun-sam 8h30-19h30,,FR,1,1,8,bake,,17/02/2015 18:29,3.27913,TRUE
Lidl,1866,FR,171,14001,48.27033,Lidl_FR_1866_14001,,10,18 rue du Clos St Jean,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1866,ST PIERRE LES NEMOURS,77140,,lun-ven : 08:30 - 20:00 sam : 08:30 - 19:30,,FR,1,1,8,bake,,17/02/2015 18:29,2.67596,TRUE
Lidl,3145,FR,174,14001,48.71716,Lidl_FR_3145_14001,,26,18 rue de Rome,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_3145,VERNOUILLET,28500,,lun-ven 8h30-19h30 sam 8h30-19h,,FR,1,1,8,,,17/02/2015 18:29,1.37226,TRUE
Lidl,2313,FR,175,14001,48.35805,Lidl_FR_2313_14001,,19,30 rue Chaude,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_2313,CANNES ECLUSE,77130,,lun-sam 8h30-20h,,FR,1,1,8,bake,,17/02/2015 18:29,2.98442,TRUE
Lidl,1877,FR,176,14001,49.51563,Lidl_FR_1877_14001,,6,Le Grand Chemin de Plainval,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1877,ST JUST EN CHAUSSEE,60130,,lun-sam 8h30-19h30,,FR,1,1,8,bake,,17/02/2015 18:29,2.43868,TRUE
Lidl,2861,FR,177,14001,48.73275,Lidl_FR_2861_14001,,26,Rue Joseph Bulet,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_2861,VERNOUILLET,28500,,lun-ven 8h30-19h30 sam 8h30-19h,,FR,1,1,8,bake,,17/02/2015 18:29,1.34408,TRUE
Lidl,2621,FR,180,14001,48.45023,Lidl_FR_2621_14001,,26,43 rue du Château d'eau,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_2621,MAINVILLIERS,28300,,lun-sam 8h30-19h30,,FR,1,1,8,bake,,17/02/2015 18:29,1.45151,TRUE
Lidl,465,FR,208,14001,49.62237,Lidl_FR_465_14001,,25,74 Boulevard de Bergheim,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_465,CHAUNY,2300,,lun-ven 8h30-19h30 /  sam 8h30-19h,,FR,1,1,8,,,17/02/2015 18:29,3.20642,TRUE
Lidl,623,FR,210,14001,49.39752,Lidl_FR_623_14001,,11,Angle de la rue de Paris et avenue de St. Yon,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_623,ST ETIENNE DU ROUVRAY,76800,,lun-ven : 08:30 - 19:30 sam : 08:30 - 19:00,,FR,1,1,8,bake,,17/02/2015 18:29,1.10258,TRUE
Lidl,1495,FR,202,14001,48.18802,Lidl_FR_1495_14001,,19,152 Avenue de Sénigallia,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1495,SENS,89100,,lun-sam 8h30-19h30,,FR,1,1,8,bake,,17/02/2015 18:29,3.28372,TRUE
Lidl,1965,FR,206,14001,48.73763,Lidl_FR_1965_14001,,11,514 rue Aristide Briand - RN 12,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1965,VERNEUIL SUR AVRE,27130,,lun-ven : 08:30 - 19:30 sam : 08:30 - 19:00,,FR,1,1,8,bake,,17/02/2015 18:29,0.93694,TRUE
Lidl,3541,FR,181,14001,49.48174,Lidl_FR_3541_14001,,6,RN 32 Rue du Gros Grelot,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_3541,THOUROTTE,60150,,lun-sam : 08:30-20:00,,FR,1,1,8,bake,,17/02/2015 18:29,2.87237,TRUE
Lidl,605,FR,185,14001,49.48027,Lidl_FR_605_14001,,11,39 Route Neuve,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_605,FERRIERES EN BRAY,76220,,lun-ven : 08:30 - 19:30 sam : 08:30 - 19:00,,FR,1,1,8,bake,,17/02/2015 18:29,1.73249,TRUE
Lidl,3242,FR,169,14001,49.39528,Lidl_FR_3242_14001,,6,ZAC Mercières,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_3242,COMPIEGNE,60200,,lun-sam: 08:30-19:30,,FR,1,1,8,bake,,17/02/2015 18:29,2.78726,TRUE
Lidl,467,FR,191,14001,49.36935,Lidl_FR_467_14001,,6,Bd de Tour de Ville,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_467,SOISSONS,2200,,lun-sam 8h30-19h30,,FR,1,1,8,,,17/02/2015 18:29,3.32446,TRUE
Lidl,694,FR,214,14001,49.43912,Lidl_FR_694_14001,,11,93 Route de Darnétal,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_694,ROUEN,76000,,lun-ven : 08:30 - 19:30 sam : 08:30 - 19:00,,FR,1,1,8,bake,,17/02/2015 18:29,1.12812,TRUE
Lidl,2308,FR,215,14001,47.93013,Lidl_FR_2308_14001,,18,192-198 route Nationale 157,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_2308,INGRE,45140,,lun-sam 8h30-19h30,,FR,1,1,8,bake,,17/02/2015 18:29,1.8372,TRUE
Lidl,1019,FR,216,14001,47.90394,Lidl_FR_1019_14001,,18,155-157 Rue du Faubourg de Bourgogne,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1019,SAINT JEAN DE BRAYE,45800,,lun-sam 8h30-19h30,,FR,1,1,8,,,17/02/2015 18:29,1.93429,TRUE
Lidl,3053,FR,228,14001,49.44705,Lidl_FR_3053_14001,,11,Ancienne route de Duclaire,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_3053,CANTELEU,76380,,lun-vend : 08:30 - 19:30 sam : 08:30 - 19:00,,FR,1,,8,bake,,17/02/2015 18:29,1.02573,TRUE
Lidl,1554,FR,229,14001,49.902,Lidl_FR_1554_14001,,25,114 rue Thuillier Delambre,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1554,RIVERY,80136,,lun-ven 8h30-19h30 /  sam 8h30-19h,,FR,1,1,8,,,17/02/2015 18:29,2.32624,TRUE
Lidl,1451,FR,231,14001,49.66187,Lidl_FR_1451_14001,,25,Z.A. du Verly,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1451,LA FERE,2800,,lun-ven 8h30-19h30 /  sam 8h30-19h,,FR,1,1,8,,,17/02/2015 18:29,3.37726,TRUE
Lidl,3107,FR,247,14001,49.53594,Lidl_FR_3107_14001,,11,C.C. Le Mesnil Roux - Le Hamelet,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_3107,BARENTIN,76360,,lun-ven : 08:30 - 19:30 sam : 08:30 - 19:00,,FR,1,1,8,bake,,17/02/2015 18:29,0.96107,TRUE
Lidl,1060,FR,248,14001,48.32702,Lidl_FR_1060_14001,,18,Avenue de Paris,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1060,MARGON,28400,,lun-ven 8h30-19h30 sam 8h30-19h,,FR,1,1,8,,,17/02/2015 18:29,0.8265,TRUE
Lidl,492,FR,249,14001,49.99127,Lidl_FR_492_14001,,25,CD 329,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_492,MEAULTE,80810,,lun-ven 8h30-19h30 /  sam 8h30-19h,,FR,1,1,8,,,17/02/2015 18:29,2.65857,TRUE
Lidl,1972,FR,244,14001,49.35872,Lidl_FR_1972_14001,,11,Rue St. Exupéry,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1972,BOURG ACHARD,27310,,lun-ven : 08:30 - 19:30 sam : 08:30 - 19:00,,FR,1,1,8,bake,,17/02/2015 18:29,0.81559,TRUE
Lidl,2388,FR,246,14001,49.912,Lidl_FR_2388_14001,,25,57/59 route de Paris -  Rue de la filature,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_2388,PERONNE,80200,,lun-ven 8h30-19h30 /  sam 8h30-19h,,FR,1,1,8,bake,,17/02/2015 18:29,2.93378,TRUE
Lidl,2449,FR,223,14001,47.88652,Lidl_FR_2449_14001,,18,26 avenue de St Mesmin,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_2449,ORLEANS,45100,,lun-sam 8h30-19h30,,FR,1,1,8,bake,,17/02/2015 18:29,1.88658,TRUE
Lidl,689,FR,224,14001,49.41856,Lidl_FR_689_14001,,11,C. Cial du Bois Cany - Rue  Lavoisier,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_689,GRAND QUEVILLY,76120,,lun-ven : 08:30 - 19:30 sam : 08:30 - 19:00,,FR,1,1,8,bake,,17/02/2015 18:29,1.04497,TRUE
Lidl,609,FR,220,14001,49.41462,Lidl_FR_609_14001,,11,Boulevard Stanislas Girardin,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_609,LE PETIT QUEVILLY,76140,,lun-ven : 08:30 - 19:30 sam : 08:30 - 19:00,,FR,1,1,8,,,17/02/2015 18:29,1.06375,TRUE
Lidl,1273,FR,221,14001,49.43496,Lidl_FR_1273_14001,,11,16 Rue Malherbe,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1273,ROUEN,76100,,lun-ven : 08:30 - 19:30 sam : 08:30 - 19:00,,FR,1,1,8,,,17/02/2015 18:29,1.08406,TRUE
Lidl,1512,FR,238,14001,49.3568,Lidl_FR_1512_14001,,11,Lieudit Le Village RN 175,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1512,ST OUEN DE THOUBERVILLE,27310,,lun-ven : 08:30 - 19:30 sam : 08:30 - 19:00,,FR,1,1,8,,,17/02/2015 18:29,0.8893,TRUE
Lidl,2317,FR,236,14001,47.86138,Lidl_FR_2317_14001,,18,11 Route Nationale,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_2317,SAINT-AY,45130,,,,FR,1,1,8,,,17/02/2015 18:29,1.75956,TRUE
